campaign_id,campaign_name,campaign_type,target_segment,start_date,end_date,campaign_cost,users_targeted,conversions
4766,Diwali Reactivate,Acquisition,Monthly Plan Users,2022-11-03,2022-11-24,11766.0,2766,2266
4767,IPL Special Offer,Retention,Annual Plan Users,2022-11-04,2022-11-26,11767.0,2767,2267
4768,Holiday Binge Offer,Reactivation,,2022-11-05,2022-11-28,11768.0,2768,2268
4769,Prime Cashback Deal,Acquisition,Premium Users,2022-11-06,2022-11-30,11769.0,2769,2269
4770,Weekend Free Trial,Retention,Inactive Users,2022-11-07,2022-12-02,11770.0,2770,2270
4771,Festival Upgrade Now,Reactivation,Monthly Plan Users,2022-11-08,2022-12-04,11771.0,2771,2271
4772,Summer Referral Bonus,Acquisition,Annual Plan Users,2022-11-09,2022-12-06,11772.0,2772,2272
4773,Monsoon Watch More,Retention,New Users,2022-11-10,2022-12-08,11773.0,2773,2273
4774,Winter Reactivate,Reactivation,Premium Users,2022-11-11,2022-12-10,11774.0,2774,2274
4775,New Year Special Offer,Acquisition,Inactive Users,2022-11-12,2022-12-12,11775.0,2775,2275
4776,Diwali Binge Offer,Retention,Monthly Plan Users,2022-11-13,2022-11-20,11776.0,2776,2276
4777,IPL Cashback Deal,Reactivation,Annual Plan Users,2022-11-14,2022-11-22,11777.0,2777,2277
4778,Holiday Free Trial,Acquisition,New Users,2022-11-15,2022-11-24,11778.0,2778,2278
4779,Prime Upgrade Now,Retention,Premium Users,2022-11-16,2022-11-26,11779.0,2779,2279
4780,Weekend Referral Bonus,Reactivation,Inactive Users,2022-11-17,2022-11-28,11780.0,2780,2280
4781,Festival Watch More,Acquisition,Monthly Plan Users,2022-11-18,2022-11-30,11781.0,2781,2281
4782,Summer Reactivate,Retention,Annual Plan Users,2022-11-19,2022-12-02,11782.0,2782,2282
4783,Monsoon Special Offer,Reactivation,New Users,2022-11-20,2022-12-04,11783.0,2783,2283
4784,Winter Binge Offer,Acquisition,Premium Users,2022-11-21,2022-12-06,11784.0,2784,2284
4785,New Year Cashback Deal,Retention,,2022-11-22,2022-12-08,11785.0,2785,2285
4786,Diwali Free Trial,Reactivation,Monthly Plan Users,2022-11-23,2022-12-10,11786.0,2786,2286
4787,IPL Upgrade Now,Acquisition,Annual Plan Users,2022-11-24,2022-12-12,11787.0,2787,2287
4788,Holiday Referral Bonus,Retention,New Users,2022-11-25,2022-12-14,11788.0,2788,2288
4789,Prime Watch More,Reactivation,Premium Users,2022-11-26,2022-12-16,11789.0,2789,2289
4790,Weekend Reactivate,Acquisition,Inactive Users,2022-11-27,2022-12-18,11790.0,2790,2290
4791,Festival Special Offer,Retention,Monthly Plan Users,2022-11-28,2022-12-20,11791.0,2791,2291
4792,Summer Binge Offer,Reactivation,Annual Plan Users,2022-11-29,2022-12-22,11792.0,2792,2292
4793,Monsoon Cashback Deal,Acquisition,New Users,2022-11-30,2022-12-24,11793.0,2793,2293
4794,Winter Free Trial,Retention,Premium Users,2022-12-01,2022-12-26,11794.0,2794,2294
4795,New Year Upgrade Now,Reactivation,Inactive Users,2022-12-02,2022-12-28,11795.0,2795,2295
4796,Diwali Referral Bonus,Acquisition,Monthly Plan Users,2022-12-03,2022-12-30,11796.0,2796,2296
4797,IPL Watch More,Retention,Annual Plan Users,2022-12-04,2023-01-01,11797.0,2797,2297
4798,Holiday Reactivate,Reactivation,New Users,2022-12-05,2023-01-03,11798.0,2798,2298
4799,Prime Special Offer,Acquisition,Premium Users,2022-12-06,2023-01-05,11799.0,2799,2299
4800,Weekend Binge Offer,Retention,Inactive Users,2022-12-07,2022-12-14,11800.0,2800,2300
4801,Festival Cashback Deal,Reactivation,Monthly Plan Users,2022-12-08,2022-12-16,11801.0,2801,2301
4802,Summer Free Trial,Acquisition,,2022-12-09,2022-12-18,11802.0,2802,2302
4803,Monsoon Upgrade Now,Retention,New Users,2022-12-10,2022-12-20,11803.0,2803,2303
4804,Winter Referral Bonus,Reactivation,Premium Users,2022-12-11,2022-12-22,11804.0,2804,2304
4805,New Year Watch More,Acquisition,Inactive Users,2022-12-12,2022-12-24,11805.0,2805,2305
4806,Diwali Reactivate,Retention,Monthly Plan Users,2022-12-13,2022-12-26,11806.0,2806,2306
4807,IPL Special Offer,Reactivation,Annual Plan Users,2022-12-14,2022-12-28,11807.0,2807,2307
4808,Holiday Binge Offer,Acquisition,New Users,2022-12-15,2022-12-30,11808.0,2808,2308
4809,Prime Cashback Deal,Retention,Premium Users,2022-12-16,2023-01-01,11809.0,2809,2309
4810,Weekend Free Trial,Reactivation,Inactive Users,2022-12-17,2023-01-03,11810.0,2810,2310
4811,Festival Upgrade Now,Acquisition,Monthly Plan Users,2022-12-18,2023-01-05,11811.0,2811,2311
4812,Summer Referral Bonus,Retention,Annual Plan Users,2022-12-19,2023-01-07,11812.0,2812,2312
4813,Monsoon Watch More,Reactivation,New Users,2022-12-20,2023-01-09,11813.0,2813,2313
4814,Winter Reactivate,Acquisition,Premium Users,2022-12-21,2023-01-11,11814.0,2814,2314
4815,New Year Special Offer,Retention,Inactive Users,2022-12-22,2023-01-13,11815.0,2815,2315
4816,Diwali Binge Offer,Reactivation,Monthly Plan Users,2022-12-23,2023-01-15,11816.0,2816,2316
4817,IPL Cashback Deal,Acquisition,Annual Plan Users,2022-12-24,2023-01-17,11817.0,2817,2317
4818,Holiday Free Trial,Retention,New Users,2022-12-25,2023-01-19,11818.0,2818,2318
4819,Prime Upgrade Now,Reactivation,,2022-12-26,2023-01-21,11819.0,2819,2319
4820,Weekend Referral Bonus,Acquisition,Inactive Users,2022-12-27,2023-01-23,11820.0,2820,2320
4821,Festival Watch More,Retention,Monthly Plan Users,2022-12-28,2023-01-25,11821.0,2821,2321
4822,Summer Reactivate,Reactivation,Annual Plan Users,2022-12-29,2023-01-27,11822.0,2822,2322
4823,Monsoon Special Offer,Acquisition,New Users,2022-12-30,2023-01-29,11823.0,2823,2323
4824,Winter Binge Offer,Retention,Premium Users,2022-12-31,2023-01-07,11824.0,2824,2324
4825,New Year Cashback Deal,Reactivation,Inactive Users,2023-01-01,2023-01-09,11825.0,2825,2325
4826,Diwali Free Trial,Acquisition,Monthly Plan Users,2023-01-02,2023-01-11,11826.0,2826,2326
4827,IPL Upgrade Now,Retention,Annual Plan Users,2023-01-03,2023-01-13,11827.0,2827,2327
4828,Holiday Referral Bonus,Reactivation,New Users,2023-01-04,2023-01-15,11828.0,2828,2328
4829,Prime Watch More,Acquisition,Premium Users,2023-01-05,2023-01-17,11829.0,2829,2329
4830,Weekend Reactivate,Retention,Inactive Users,2023-01-06,2023-01-19,11830.0,2830,2330
4831,Festival Special Offer,Reactivation,Monthly Plan Users,2023-01-07,2023-01-21,11831.0,2831,2331
4832,Summer Binge Offer,Acquisition,Annual Plan Users,2023-01-08,2023-01-23,11832.0,2832,2332
4833,Monsoon Cashback Deal,Retention,New Users,2023-01-09,2023-01-25,11833.0,2833,2333
4834,Winter Free Trial,Reactivation,Premium Users,2023-01-10,2023-01-27,11834.0,2834,2334
4835,New Year Upgrade Now,Acquisition,Inactive Users,2023-01-11,2023-01-29,11835.0,2835,2335
4836,Diwali Referral Bonus,Retention,,2023-01-12,2023-01-31,11836.0,2836,2336
4837,IPL Watch More,Reactivation,Annual Plan Users,2023-01-13,2023-02-02,11837.0,2837,2337
4838,Holiday Reactivate,Acquisition,New Users,2023-01-14,2023-02-04,11838.0,2838,2338
4839,Prime Special Offer,Retention,Premium Users,2023-01-15,2023-02-06,11839.0,2839,2339
4840,Weekend Binge Offer,Reactivation,Inactive Users,2023-01-16,2023-02-08,11840.0,2840,2340
4841,Festival Cashback Deal,Acquisition,Monthly Plan Users,2023-01-17,2023-02-10,11841.0,2841,2341
4842,Summer Free Trial,Retention,Annual Plan Users,2023-01-18,2023-02-12,11842.0,2842,2342
4843,Monsoon Upgrade Now,Reactivation,New Users,2023-01-19,2023-02-14,11843.0,2843,2343
4844,Winter Referral Bonus,Acquisition,Premium Users,2023-01-20,2023-02-16,11844.0,2844,2344
4845,New Year Watch More,Retention,Inactive Users,2023-01-21,2023-02-18,11845.0,2845,2345
4846,Diwali Reactivate,Reactivation,Monthly Plan Users,2023-01-22,2023-02-20,11846.0,2846,2346
4847,IPL Special Offer,Acquisition,Annual Plan Users,2023-01-23,2023-02-22,11847.0,2847,2347
4848,Holiday Binge Offer,Retention,New Users,2023-01-24,2023-01-31,11848.0,2848,2348
4849,Prime Cashback Deal,Reactivation,Premium Users,2023-01-25,2023-02-02,11849.0,2849,2349
4850,Weekend Free Trial,Acquisition,Inactive Users,2023-01-26,2023-02-04,11850.0,2850,2350
4851,Festival Upgrade Now,Retention,Monthly Plan Users,2023-01-27,2023-02-06,11851.0,2851,2351
4852,Summer Referral Bonus,Reactivation,Annual Plan Users,2023-01-28,2023-02-08,11852.0,2852,2352
4853,Monsoon Watch More,Acquisition,,2023-01-29,2023-02-10,11853.0,2853,2353
4854,Winter Reactivate,Retention,Premium Users,2023-01-30,2023-02-12,11854.0,2854,2354
4855,New Year Special Offer,Reactivation,Inactive Users,2023-01-31,2023-02-14,11855.0,2855,2355
4856,Diwali Binge Offer,Acquisition,Monthly Plan Users,2023-02-01,2023-02-16,11856.0,2856,2356
4857,IPL Cashback Deal,Retention,Annual Plan Users,2023-02-02,2023-02-18,11857.0,2857,2357
4858,Holiday Free Trial,Reactivation,New Users,2023-02-03,2023-02-20,11858.0,2858,2358
4859,Prime Upgrade Now,Acquisition,Premium Users,2023-02-04,2023-02-22,11859.0,2859,2359
4860,Weekend Referral Bonus,Retention,Inactive Users,2023-02-05,2023-02-24,11860.0,2860,2360
4861,Festival Watch More,Reactivation,Monthly Plan Users,2023-02-06,2023-02-26,11861.0,2861,2361
4862,Summer Reactivate,Acquisition,Annual Plan Users,2023-02-07,2023-02-28,11862.0,2862,2362
4863,Monsoon Special Offer,Retention,New Users,2023-02-08,2023-03-02,11863.0,2863,2363
4864,Winter Binge Offer,Reactivation,Premium Users,2023-02-09,2023-03-04,11864.0,2864,2364
4865,New Year Cashback Deal,Acquisition,Inactive Users,2023-02-10,2023-03-06,11865.0,2865,2365
4866,Diwali Free Trial,Retention,Monthly Plan Users,2023-02-11,2023-03-08,11866.0,2866,2366
4867,IPL Upgrade Now,Reactivation,Annual Plan Users,2023-02-12,2023-03-10,11867.0,2867,2367
4868,Holiday Referral Bonus,Acquisition,New Users,2023-02-13,2023-03-12,11868.0,2868,2368
4869,Prime Watch More,Retention,Premium Users,2023-02-14,2023-03-14,11869.0,2869,2369
4870,Weekend Reactivate,Reactivation,,2023-02-15,2023-03-16,11870.0,2870,2370
4871,Festival Special Offer,Acquisition,Monthly Plan Users,2023-02-16,2023-03-18,11871.0,2871,2371
4872,Summer Binge Offer,Retention,Annual Plan Users,2023-02-17,2023-02-24,11872.0,2872,2372
4873,Monsoon Cashback Deal,Reactivation,New Users,2023-02-18,2023-02-26,11873.0,2873,2373
4874,Winter Free Trial,Acquisition,Premium Users,2023-02-19,2023-02-28,11874.0,2874,2374
4875,New Year Upgrade Now,Retention,Inactive Users,2023-02-20,2023-03-02,11875.0,2875,2375
4876,Diwali Referral Bonus,Reactivation,Monthly Plan Users,2023-02-21,2023-03-04,11876.0,2876,2376
4877,IPL Watch More,Acquisition,Annual Plan Users,2023-02-22,2023-03-06,11877.0,2877,2377
4878,Holiday Reactivate,Retention,New Users,2023-02-23,2023-03-08,11878.0,2878,2378
4879,Prime Special Offer,Reactivation,Premium Users,2023-02-24,2023-03-10,11879.0,2879,2379
4880,Weekend Binge Offer,Acquisition,Inactive Users,2023-02-25,2023-03-12,11880.0,2880,2380
4881,Festival Cashback Deal,Retention,Monthly Plan Users,2023-02-26,2023-03-14,11881.0,2881,2381
4882,Summer Free Trial,Reactivation,Annual Plan Users,2023-02-27,2023-03-16,11882.0,2882,2382
4883,Monsoon Upgrade Now,Acquisition,New Users,2023-02-28,2023-03-18,11883.0,2883,2383
4884,Winter Referral Bonus,Retention,Premium Users,2023-03-01,2023-03-20,11884.0,2884,2384
4885,New Year Watch More,Reactivation,Inactive Users,2023-03-02,2023-03-22,11885.0,2885,2385
4886,Diwali Reactivate,Acquisition,Monthly Plan Users,2023-03-03,2023-03-24,11886.0,2886,2386
4887,IPL Special Offer,Retention,,2023-03-04,2023-03-26,11887.0,2887,2387
4888,Holiday Binge Offer,Reactivation,New Users,2023-03-05,2023-03-28,11888.0,2888,2388
4889,Prime Cashback Deal,Acquisition,Premium Users,2023-03-06,2023-03-30,11889.0,2889,2389
4890,Weekend Free Trial,Retention,Inactive Users,2023-03-07,2023-04-01,11890.0,2890,2390
4891,Festival Upgrade Now,Reactivation,Monthly Plan Users,2023-03-08,2023-04-03,11891.0,2891,2391
4892,Summer Referral Bonus,Acquisition,Annual Plan Users,2023-03-09,2023-04-05,11892.0,2892,2392
4893,Monsoon Watch More,Retention,New Users,2023-03-10,2023-04-07,11893.0,2893,2393
4894,Winter Reactivate,Reactivation,Premium Users,2023-03-11,2023-04-09,11894.0,2894,2394
4895,New Year Special Offer,Acquisition,Inactive Users,2023-03-12,2023-04-11,11895.0,2895,2395
4896,Diwali Binge Offer,Retention,Monthly Plan Users,2023-03-13,2023-03-20,11896.0,2896,2396
4897,IPL Cashback Deal,Reactivation,Annual Plan Users,2023-03-14,2023-03-22,11897.0,2897,2397
4898,Holiday Free Trial,Acquisition,New Users,2023-03-15,2023-03-24,11898.0,2898,2398
4899,Prime Upgrade Now,Retention,Premium Users,2023-03-16,2023-03-26,11899.0,2899,2399
4900,Weekend Referral Bonus,Reactivation,Inactive Users,2023-03-17,2023-03-28,11900.0,2900,2400
4901,Festival Watch More,Acquisition,Monthly Plan Users,2023-03-18,2023-03-30,11901.0,2901,2401
4902,Summer Reactivate,Retention,Annual Plan Users,2023-03-19,2023-04-01,11902.0,2902,2402
4903,Monsoon Special Offer,Reactivation,New Users,2023-03-20,2023-04-03,11903.0,2903,2403
4904,Winter Binge Offer,Acquisition,,2023-03-21,2023-04-05,11904.0,2904,2404
4905,New Year Cashback Deal,Retention,Inactive Users,2023-03-22,2023-04-07,11905.0,2905,2405
4906,Diwali Free Trial,Reactivation,Monthly Plan Users,2023-03-23,2023-04-09,11906.0,2906,2406
4907,IPL Upgrade Now,Acquisition,Annual Plan Users,2023-03-24,2023-04-11,11907.0,2907,2407
4908,Holiday Referral Bonus,Retention,New Users,2023-03-25,2023-04-13,11908.0,2908,2408
4909,Prime Watch More,Reactivation,Premium Users,2023-03-26,2023-04-15,11909.0,2909,2409
4910,Weekend Reactivate,Acquisition,Inactive Users,2023-03-27,2023-04-17,11910.0,2910,2410
4911,Festival Special Offer,Retention,Monthly Plan Users,2023-03-28,2023-04-19,11911.0,2911,2411
4912,Summer Binge Offer,Reactivation,Annual Plan Users,2023-03-29,2023-04-21,11912.0,2912,2412
4913,Monsoon Cashback Deal,Acquisition,New Users,2023-03-30,2023-04-23,11913.0,2913,2413
4914,Winter Free Trial,Retention,Premium Users,2023-03-31,2023-04-25,11914.0,2914,2414
4915,New Year Upgrade Now,Reactivation,Inactive Users,2023-04-01,2023-04-27,11915.0,2915,2415
4916,Diwali Referral Bonus,Acquisition,Monthly Plan Users,2023-04-02,2023-04-29,11916.0,2916,2416
4917,IPL Watch More,Retention,Annual Plan Users,2023-04-03,2023-05-01,11917.0,2917,2417
4918,Holiday Reactivate,Reactivation,New Users,2023-04-04,2023-05-03,11918.0,2918,2418
4919,Prime Special Offer,Acquisition,Premium Users,2023-04-05,2023-05-05,11919.0,2919,2419
4920,Weekend Binge Offer,Retention,Inactive Users,2023-04-06,2023-04-13,11920.0,2920,2420
4921,Festival Cashback Deal,Reactivation,,2023-04-07,2023-04-15,11921.0,2921,2421
4922,Summer Free Trial,Acquisition,Annual Plan Users,2023-04-08,2023-04-17,11922.0,2922,2422
4923,Monsoon Upgrade Now,Retention,New Users,2023-04-09,2023-04-19,11923.0,2923,2423
4924,Winter Referral Bonus,Reactivation,Premium Users,2023-04-10,2023-04-21,11924.0,2924,2424
4925,New Year Watch More,Acquisition,Inactive Users,2023-04-11,2023-04-23,11925.0,2925,2425
4926,Diwali Reactivate,Retention,Monthly Plan Users,2023-04-12,2023-04-25,11926.0,2926,2426
4927,IPL Special Offer,Reactivation,Annual Plan Users,2023-04-13,2023-04-27,11927.0,2927,2427
4928,Holiday Binge Offer,Acquisition,New Users,2023-04-14,2023-04-29,11928.0,2928,2428
4929,Prime Cashback Deal,Retention,Premium Users,2023-04-15,2023-05-01,11929.0,2929,2429
4930,Weekend Free Trial,Reactivation,Inactive Users,2023-04-16,2023-05-03,11930.0,2930,2430
4931,Festival Upgrade Now,Acquisition,Monthly Plan Users,2023-04-17,2023-05-05,11931.0,2931,2431
4932,Summer Referral Bonus,Retention,Annual Plan Users,2023-04-18,2023-05-07,11932.0,2932,2432
4933,Monsoon Watch More,Reactivation,New Users,2023-04-19,2023-05-09,11933.0,2933,2433
4934,Winter Reactivate,Acquisition,Premium Users,2023-04-20,2023-05-11,11934.0,2934,2434
4935,New Year Special Offer,Retention,Inactive Users,2023-04-21,2023-05-13,11935.0,2935,2435
4936,Diwali Binge Offer,Reactivation,Monthly Plan Users,2023-04-22,2023-05-15,11936.0,2936,2436
4937,IPL Cashback Deal,Acquisition,Annual Plan Users,2023-04-23,2023-05-17,11937.0,2937,2437
4938,Holiday Free Trial,Retention,,2023-04-24,2023-05-19,11938.0,2938,2438
4939,Prime Upgrade Now,Reactivation,Premium Users,2023-04-25,2023-05-21,11939.0,2939,2439
4940,Weekend Referral Bonus,Acquisition,Inactive Users,2023-04-26,2023-05-23,11940.0,2940,2440
4941,Festival Watch More,Retention,Monthly Plan Users,2023-04-27,2023-05-25,11941.0,2941,2441
4942,Summer Reactivate,Reactivation,Annual Plan Users,2023-04-28,2023-05-27,11942.0,2942,2442
4943,Monsoon Special Offer,Acquisition,New Users,2023-04-29,2023-05-29,11943.0,2943,2443
4944,Winter Binge Offer,Retention,Premium Users,2023-04-30,2023-05-07,11944.0,2944,2444
4945,New Year Cashback Deal,Reactivation,Inactive Users,2023-05-01,2023-05-09,11945.0,2945,2445
4946,Diwali Free Trial,Acquisition,Monthly Plan Users,2023-05-02,2023-05-11,11946.0,2946,2446
4947,IPL Upgrade Now,Retention,Annual Plan Users,2023-05-03,2023-05-13,11947.0,2947,2447
4948,Holiday Referral Bonus,Reactivation,New Users,2023-05-04,2023-05-15,11948.0,2948,2448
4949,Prime Watch More,Acquisition,Premium Users,2023-05-05,2023-05-17,11949.0,2949,2449
4950,Weekend Reactivate,Retention,Inactive Users,2023-05-06,2023-05-19,11950.0,2950,2450
4951,Festival Special Offer,Reactivation,Monthly Plan Users,2023-05-07,2023-05-21,11951.0,2951,2451
4952,Summer Binge Offer,Acquisition,Annual Plan Users,2023-05-08,2023-05-23,11952.0,2952,2452
4953,Monsoon Cashback Deal,Retention,New Users,2023-05-09,2023-05-25,11953.0,2953,2453
4954,Winter Free Trial,Reactivation,Premium Users,2023-05-10,2023-05-27,11954.0,2954,2454
4955,New Year Upgrade Now,Acquisition,,2023-05-11,2023-05-29,11955.0,2955,2455
4956,Diwali Referral Bonus,Retention,Monthly Plan Users,2023-05-12,2023-05-31,11956.0,2956,2456
4957,IPL Watch More,Reactivation,Annual Plan Users,2023-05-13,2023-06-02,11957.0,2957,2457
4958,Holiday Reactivate,Acquisition,New Users,2023-05-14,2023-06-04,11958.0,2958,2458
4959,Prime Special Offer,Retention,Premium Users,2023-05-15,2023-06-06,11959.0,2959,2459
4960,Weekend Binge Offer,Reactivation,Inactive Users,2023-05-16,2023-06-08,11960.0,2960,2460
4961,Festival Cashback Deal,Acquisition,Monthly Plan Users,2023-05-17,2023-06-10,11961.0,2961,2461
4962,Summer Free Trial,Retention,Annual Plan Users,2023-05-18,2023-06-12,11962.0,2962,2462
4963,Monsoon Upgrade Now,Reactivation,New Users,2023-05-19,2023-06-14,11963.0,2963,2463
4964,Winter Referral Bonus,Acquisition,Premium Users,2023-05-20,2023-06-16,11964.0,2964,2464
4965,New Year Watch More,Retention,Inactive Users,2023-05-21,2023-06-18,11965.0,2965,2465
4966,Diwali Reactivate,Reactivation,Monthly Plan Users,2023-05-22,2023-06-20,11966.0,2966,2466
4967,IPL Special Offer,Acquisition,Annual Plan Users,2023-05-23,2023-06-22,11967.0,2967,2467
4968,Holiday Binge Offer,Retention,New Users,2023-05-24,2023-05-31,11968.0,2968,2468
4969,Prime Cashback Deal,Reactivation,Premium Users,2023-05-25,2023-06-02,11969.0,2969,2469
4970,Weekend Free Trial,Acquisition,Inactive Users,2023-05-26,2023-06-04,11970.0,2970,2470
4971,Festival Upgrade Now,Retention,Monthly Plan Users,2023-05-27,2023-06-06,11971.0,2971,2471
4972,Summer Referral Bonus,Reactivation,,2023-05-28,2023-06-08,11972.0,2972,2472
4973,Monsoon Watch More,Acquisition,New Users,2023-05-29,2023-06-10,11973.0,2973,2473
4974,Winter Reactivate,Retention,Premium Users,2023-05-30,2023-06-12,11974.0,2974,2474
4975,New Year Special Offer,Reactivation,Inactive Users,2023-05-31,2023-06-14,11975.0,2975,2475
4976,Diwali Binge Offer,Acquisition,Monthly Plan Users,2023-06-01,2023-06-16,11976.0,2976,2476
4977,IPL Cashback Deal,Retention,Annual Plan Users,2023-06-02,2023-06-18,11977.0,2977,2477
4978,Holiday Free Trial,Reactivation,New Users,2023-06-03,2023-06-20,11978.0,2978,2478
4979,Prime Upgrade Now,Acquisition,Premium Users,2023-06-04,2023-06-22,11979.0,2979,2479
4980,Weekend Referral Bonus,Retention,Inactive Users,2023-06-05,2023-06-24,11980.0,2980,2480
4981,Festival Watch More,Reactivation,Monthly Plan Users,2023-06-06,2023-06-26,11981.0,2981,2481
4982,Summer Reactivate,Acquisition,Annual Plan Users,2023-06-07,2023-06-28,11982.0,2982,2482
4983,Monsoon Special Offer,Retention,New Users,2023-06-08,2023-06-30,11983.0,2983,2483
4984,Winter Binge Offer,Reactivation,Premium Users,2023-06-09,2023-07-02,11984.0,2984,2484
4985,New Year Cashback Deal,Acquisition,Inactive Users,2023-06-10,2023-07-04,11985.0,2985,2485
4986,Diwali Free Trial,Retention,Monthly Plan Users,2023-06-11,2023-07-06,11986.0,2986,2486
4987,IPL Upgrade Now,Reactivation,Annual Plan Users,2023-06-12,2023-07-08,11987.0,2987,2487
4988,Holiday Referral Bonus,Acquisition,New Users,2023-06-13,2023-07-10,11988.0,2988,2488
4989,Prime Watch More,Retention,,2023-06-14,2023-07-12,11989.0,2989,2489
4990,Weekend Reactivate,Reactivation,Inactive Users,2023-06-15,2023-07-14,11990.0,2990,2490
4991,Festival Special Offer,Acquisition,Monthly Plan Users,2023-06-16,2023-07-16,11991.0,2991,2491
4992,Summer Binge Offer,Retention,Annual Plan Users,2023-06-17,2023-06-24,11992.0,2992,2492
4993,Monsoon Cashback Deal,Reactivation,New Users,2023-06-18,2023-06-26,11993.0,2993,2493
4994,Winter Free Trial,Acquisition,Premium Users,2023-06-19,2023-06-28,11994.0,2994,2494
4995,New Year Upgrade Now,Retention,Inactive Users,2023-06-20,2023-06-30,11995.0,2995,2495
4996,Diwali Referral Bonus,Reactivation,Monthly Plan Users,2023-06-21,2023-07-02,11996.0,2996,2496
4997,IPL Watch More,Acquisition,Annual Plan Users,2023-06-22,2023-07-04,11997.0,2997,2497
4998,Holiday Reactivate,Retention,New Users,2023-06-23,2023-07-06,11998.0,2998,2498
4999,Prime Special Offer,Reactivation,Premium Users,2023-06-24,2023-07-08,11999.0,2999,2499
5000,Weekend Binge Offer,Acquisition,Inactive Users,2023-06-25,2023-07-10,12000.0,3000,2500
5001,Festival Cashback Deal,Retention,Monthly Plan Users,2023-06-26,2023-07-12,12001.0,3001,2501
5002,Summer Free Trial,Reactivation,Annual Plan Users,2023-06-27,2023-07-14,12002.0,3002,2502
5003,Monsoon Upgrade Now,Acquisition,New Users,2023-06-28,2023-07-16,12003.0,3003,2503
5004,Winter Referral Bonus,Retention,Premium Users,2023-06-29,2023-07-18,12004.0,3004,2504
5005,New Year Watch More,Reactivation,Inactive Users,2023-06-30,2023-07-20,12005.0,3005,2505
5006,Diwali Reactivate,Acquisition,,2023-07-01,2023-07-22,12006.0,3006,2506
5007,IPL Special Offer,Retention,Annual Plan Users,2023-07-02,2023-07-24,12007.0,3007,2507
5008,Holiday Binge Offer,Reactivation,New Users,2023-07-03,2023-07-26,12008.0,3008,2508
5009,Prime Cashback Deal,Acquisition,Premium Users,2023-07-04,2023-07-28,12009.0,3009,2509
5010,Weekend Free Trial,Retention,Inactive Users,2023-07-05,2023-07-30,12010.0,3010,2510
5011,Festival Upgrade Now,Reactivation,Monthly Plan Users,2023-07-06,2023-08-01,12011.0,3011,2511
5012,Summer Referral Bonus,Acquisition,Annual Plan Users,2023-07-07,2023-08-03,12012.0,3012,2512
5013,Monsoon Watch More,Retention,New Users,2023-07-08,2023-08-05,12013.0,3013,2513
5014,Winter Reactivate,Reactivation,Premium Users,2023-07-09,2023-08-07,12014.0,3014,2514
5015,New Year Special Offer,Acquisition,Inactive Users,2023-07-10,2023-08-09,12015.0,3015,2515
5016,Diwali Binge Offer,Retention,Monthly Plan Users,2023-07-11,2023-07-18,12016.0,3016,2516
5017,IPL Cashback Deal,Reactivation,Annual Plan Users,2023-07-12,2023-07-20,12017.0,3017,2517
5018,Holiday Free Trial,Acquisition,New Users,2023-07-13,2023-07-22,12018.0,3018,2518
5019,Prime Upgrade Now,Retention,Premium Users,2023-07-14,2023-07-24,12019.0,3019,2519
5020,Weekend Referral Bonus,Reactivation,Inactive Users,2023-07-15,2023-07-26,12020.0,3020,2520
5021,Festival Watch More,Acquisition,Monthly Plan Users,2023-07-16,2023-07-28,12021.0,3021,2521
5022,Summer Reactivate,Retention,Annual Plan Users,2023-07-17,2023-07-30,12022.0,3022,2522
5023,Monsoon Special Offer,Reactivation,,2023-07-18,2023-08-01,12023.0,3023,2523
5024,Winter Binge Offer,Acquisition,Premium Users,2023-07-19,2023-08-03,12024.0,3024,2524
5025,New Year Cashback Deal,Retention,Inactive Users,2023-07-20,2023-08-05,12025.0,3025,2525
5026,Diwali Free Trial,Reactivation,Monthly Plan Users,2023-07-21,2023-08-07,12026.0,3026,2526
5027,IPL Upgrade Now,Acquisition,Annual Plan Users,2023-07-22,2023-08-09,12027.0,3027,2527
5028,Holiday Referral Bonus,Retention,New Users,2023-07-23,2023-08-11,12028.0,3028,2528
5029,Prime Watch More,Reactivation,Premium Users,2023-07-24,2023-08-13,12029.0,3029,2529
5030,Weekend Reactivate,Acquisition,Inactive Users,2023-07-25,2023-08-15,12030.0,3030,2530
5031,Festival Special Offer,Retention,Monthly Plan Users,2023-07-26,2023-08-17,12031.0,3031,2531
5032,Summer Binge Offer,Reactivation,Annual Plan Users,2023-07-27,2023-08-19,12032.0,3032,2532
5033,Monsoon Cashback Deal,Acquisition,New Users,2023-07-28,2023-08-21,12033.0,3033,2533
5034,Winter Free Trial,Retention,Premium Users,2023-07-29,2023-08-23,12034.0,3034,2534
5035,New Year Upgrade Now,Reactivation,Inactive Users,2023-07-30,2023-08-25,12035.0,3035,2535
5036,Diwali Referral Bonus,Acquisition,Monthly Plan Users,2023-07-31,2023-08-27,12036.0,3036,2536
5037,IPL Watch More,Retention,Annual Plan Users,2023-08-01,2023-08-29,12037.0,3037,2537
5038,Holiday Reactivate,Reactivation,New Users,2023-08-02,2023-08-31,12038.0,3038,2538
5039,Prime Special Offer,Acquisition,Premium Users,2023-08-03,2023-09-02,12039.0,3039,2539
5040,Weekend Binge Offer,Retention,,2023-08-04,2023-08-11,12040.0,3040,2540
5041,Festival Cashback Deal,Reactivation,Monthly Plan Users,2023-08-05,2023-08-13,12041.0,3041,2541
